tweets	label	preprocessed
"Selain bermanfaat, Dana Otsus juga berguna utk pelaksanaan pembangunan di Papua meliputi sejumlah program prioritas, seperti pembangunan kesehatan, pendidikan, pemberdayaan ekonomi rakyat dan infrastruktur.

Yuk #DukungOtsusPapuaMaju 💪🏼 pic.twitter.com/q2YqXJsX69"	Non_R	selain bermanfaat dana otsus juga berguna utk pelaksanaan pembangunan di papua meliputi sejumlah program prioritas seperti pembangunan kesehatan pendidikan pemberdayaan ekonomi rakyat dan infrastruktur yuk dukungotsuspapuamaju 
"We ❤ Papua
#DukungOtsusPapuaMaju"	Non_R	we papua dukungotsuspapuamaju
"Sobat Humas Polda Papua

Dalam Memproduksi Konten Visual Bertemakan HUT Ke-75  Kemerdekaan RI
Logo Dan Panduan Identitas Dapat Diakses Melalui Website Kementrian Sekretariat Negara Republik Indonesia
.
.
#Divisihumaspolri #Poldapapuapromoter #Polripromoter
#HUTRIKe-75 pic.twitter.com/QhIau9jMSM"	Non_R	sobat humas polda papua dalam memproduksi konten visual bertemakan hut ke 75 kemerdekaan ri logo dan panduan identitas dapat diakses melalui website kementrian sekretariat negara republik indonesia divisihumaspolri poldapapuapromoter polripromoter hutrike 75 
"We ❤ Papua
#DukungOtsusPapuaMaju"	Non_R	we papua dukungotsuspapuamaju
"Bukan hanya dinsos, tapi tepatnya ""dimana negara?""
Apalagi papua adalah daerah kaya emas. Kok ada warganya yg begitu?
Mestinya kesehatan, pendidikan GRATIS, dan kebutuhan pokok dijamin negara ttg kepastian kecukupannya.

Itu dalam sistem islam.  https://twitter.com/Stevaniehuangg/status/1294261426857500674 …"	Non_R	bukan hanya dinsos tapi tepatnya dimana negara apalagi papua adalah daerah kaya emas kok ada warganya yg begitu mestinya kesehatan pendidikan gratis dan kebutuhan pokok dijamin negara ttg kepastian kecukupannya itu dalam sistem islam 
"Plot selanjutnya:
Papua utk AS, Kalimantan utk Ch. 
#JegalOmnibusLaw
#JegalOmnibusLaw https://twitter.com/WuArlex/status/1294254538933669889 …"	Non_R	plot selanjutnya papua utk as kalimantan utk ch jegalomnibuslaw jegalomnibuslaw 
Untuk pertama kali di era Presiden @jokowi ada anak Bangsa asli Papua Frans Kaisiepo di abadikan jadi tokoh dalam pecahan uang Rupiah di icon uang sepuluh ribu  pic.twitter.com/BOAIdPj3mq	Non_R	untuk pertama kali di era presiden ada anak bangsa asli papua frans kaisiepo di abadikan jadi tokoh dalam pecahan uang rupiah di icon uang sepuluh ribu 
Natalius Pigai Menduga Presiden Jokowi Rasis dan Benci Papua  https://inikatasultra.com/2020/08/14/natalius-pigai-menduga-presiden-jokowi-rasis-dan-benci-papua/ …	Non_R	natalius pigai menduga presiden jokowi rasis dan benci papua 
"INDKASINO
Hallo guys yuk bergabung dengan INDKASINO permainan judi online yang sangat seru, bisa searching di google cari INDKASINO ^^
#indkasino #tiktok #corona #covid19 #jakarta #surabaya #makassar #bali #papua #ambon #kalimantan #pontianak #medan pic.twitter.com/sIfsHjbEhu"	Non_R	indkasino hallo guys yuk bergabung dengan indkasino permainan judi online yang sangat seru bisa searching di google cari indkasino indkasino tiktok corona covid19 jakarta surabaya makassar bali papua ambon kalimantan pontianak medan 
"We Love Papua... 
Satu Hati #DukungOtsusPapuaMaju"	Non_R	we love papua satu hati dukungotsuspapuamaju
"Mari kita bersama2 menjaga Papua yg Aman dan Damai, 

#DukungOtsusPapua"	Non_R	mari kita bersama2 menjaga papua yg aman dan damai dukungotsuspapua
"Audit dan Evaluasi menjadi kata kunci agar dana #OtsusPapua bisa digunakan untuk perbaikan dan kemajuan Papua & Papua Barat.
@arjuno_ireng01 @V_Stone_Kardol @valentina_rama pic.twitter.com/LNFtI2BmAX"	Non_R	audit dan evaluasi menjadi kata kunci agar dana otsuspapua bisa digunakan untuk perbaikan dan kemajuan papua papua barat 
"sqbenar nya kalo dari pandangan luas memang sudah selayak nya papua merdeka ... tdk ada lagi yg mengatakan "" MONYET "" biarkan mereka menjadi bangsa yg tangguh di tanah mereka !!! 

sama kaya kalimantan ulun ni sering di sambat urang hutan .. apa kalimantan cuman hutan aja"	Non_R	sqbenar nya kalo dari pandangan luas memang sudah selayak nya papua merdeka tdk ada lagi yg mengatakan monyet biarkan mereka menjadi bangsa yg tangguh di tanah mereka sama kaya kalimantan ulun ni sering di sambat urang hutan apa kalimantan cuman hutan aja
"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr"	Non_R	play let the fun begin like click did you see it 
"Manusia Indonesia silahkan merayakan hari kemerdekaan kalian...
Tanggl 16-17 Agustus 2020 Monyet Papua merayakan sebagai HARI PERKABUNGAN DAN RASISME....

#BlackLivesMatter
#papuanlivesmatter
#FreeWestPapua
#JKWBapakHoaxNasional
#RepublikNgibul pic.twitter.com/I10Mx79TsC"	Non_R	manusia indonesia silahkan merayakan hari kemerdekaan kalian tanggl 16 17 agustus 2020 monyet papua merayakan sebagai hari perkabungan dan rasisme blacklivesmatter papuanlivesmatter freewestpapua jkwbapakhoaxnasional republikngibul 
"@NataliusPigai2 HATI-HATI KALAU MEMFITNAH ORANG LAIN...
GAK ADA MONYET YG GAK PERNAH JATUH DARI POHONNYA!! 
Nanti kalau kau jatuh, nangis nangis minta maaf... 
@PemprovPapua
@dewanadatpapua

Natalius Pigai Sebut Presiden Jokowi Rasis dan Benci Papua  http://share.babe.news/s/MjhNmmpQvR "	Non_R	 hati hati kalau memfitnah orang lain gak ada monyet yg gak pernah jatuh dari pohonnya nanti kalau kau jatuh nangis nangis minta maaf natalius pigai sebut presiden jokowi rasis dan benci papua 
heee cb sana idup jd orang papua yg tiap hari idup gatenang slalu ada anceman dr militer, pindah pulau pun dikatain monyet. mending merdeka drpd idup kek bgitu 🙄	Non_R	heee cb sana idup jd orang papua yg tiap hari idup gatenang slalu ada anceman dr militer pindah pulau pun dikatain monyet mending merdeka drpd idup kek bgitu 
Tidak peduli apa latar belakang saya,  tapi tindakan rasis tidak pernah dibenarkan, dulu orang papua di panggil monyet di asrama surabaya sekarang orang malang di serupakan dengan monyet.	Non_R	tidak peduli apa latar belakang saya tapi tindakan rasis tidak pernah dibenarkan dulu orang papua di panggil monyet di asrama surabaya sekarang orang malang di serupakan dengan monyet 
orang papuanya aja emang mau lepas, trus giliran mau lepas ga dibolehin. kemaren kemaren org papua di surabaya diusir & dikatain monyet. gimanasih rasanya jadi mreka? terserah mau dibilang manas-manasin, tapi emang kenyataannya masih bnyk yang abai kok soal papua.	Non_R	orang papuanya aja emang mau lepas trus giliran mau lepas ga dibolehin kemaren kemaren org papua di surabaya diusir dikatain monyet gimanasih rasanya jadi mreka terserah mau dibilang manas manasin tapi emang kenyataannya masih bnyk yang abai kok soal papua 
haha jangan pake ekoun bodong monyet. ngaku org papua otak mirip orang gila 😂.. papua gak segila anda monyet!	Non_R	haha jangan pake ekoun bodong monyet ngaku org papua otak mirip orang gila papua gak segila anda monyet 
Kalian tau g si knp papua lbh milih merdeka? Mreka jg sakithati dikatain monyet mulu sm org2 yg kulitnya tidak hitam di Indonesia.... Mreka jg ngrasa kayanya klo mreka diperlakukan g adil... Klo mau mecah belah.. hrsnya ada agenda sndiri dia	Non_R	kalian tau g si knp papua lbh milih merdeka mreka jg sakithati dikatain monyet mulu sm org2 yg kulitnya tidak hitam di indonesia mreka jg ngrasa kayanya klo mreka diperlakukan g adil klo mau mecah belah hrsnya ada agenda sndiri dia
Keadilan untuk orang2 Papua saat menerima rasisme di luar Papua. Sudah banyak kasus mahasiswa Papua yg di remehkan bahkan, menjadi bahan olok2an sampai di katai monyet. Sampai saat ini mana hukum yg menjerat tersangka rasisme tsb? Apa karna mereka aparat atau org jawa?	Non_R	keadilan untuk orang2 papua saat menerima rasisme di luar papua sudah banyak kasus mahasiswa papua yg di remehkan bahkan menjadi bahan olok2an sampai di katai monyet sampai saat ini mana hukum yg menjerat tersangka rasisme tsb apa karna mereka aparat atau org jawa 
enggak. makanya, harusnya kasus ini bida bikin buka mata kalo rasisme terhadap papua itu ada. dan mereka merasa di anak tirikan, ga merdeka. jaga persatuan tapi kemarin ada tuh yang manggil-manggil monyet	Non_R	enggak makanya harusnya kasus ini bida bikin buka mata kalo rasisme terhadap papua itu ada dan mereka merasa di anak tirikan ga merdeka jaga persatuan tapi kemarin ada tuh yang manggil manggil monyet
siapa bilang? papua dirasisin, dipanggil monyet, pendidikan juga ga bagus giliran mereka mau merdeka gaboleh. kalo papua merdeka paling mereka bergantung sama Australi, ya sama aja. disini tuh harusnya buka mata supaya ga rasis lagi, supaya govt mau memperbaiki papua spy ga lepas	Non_R	siapa bilang papua dirasisin dipanggil monyet pendidikan juga ga bagus giliran mereka mau merdeka gaboleh kalo papua merdeka paling mereka bergantung sama australi ya sama aja disini tuh harusnya buka mata supaya ga rasis lagi supaya govt mau memperbaiki papua spy ga lepas
"Atau hak ahli waris. Video aparat polisi yg teriak2 ""monyet"" di dpn asrama mahasiswa Papua tu dlm rangka apa?"	Non_R	atau hak ahli waris video aparat polisi yg teriak2 monyet di dpn asrama mahasiswa papua tu dlm rangka apa 
"SELAMAT MENYONGSONG
1 TAHUN HARI RASIS MONYET BAGI ORANG ASLI PAPUA.
16 - 18 AGUSTUS 2020

4 MAHASISWA 
EKS TAPOL PAPUA SORONG
@Dano_Tabuni @Hollym_Papua @LbhPapua @friwp @suarbudaya @PapuaItuKita @WestPapuaGirl @PetisiP @SuaraPapua @jubidotcom pic.twitter.com/TOjVJRWcBI"	Non_R	selamat menyongsong 1 tahun hari rasis monyet bagi orang asli papua 16 18 agustus 2020 4 mahasiswa eks tapol papua sorong 
"Tanggal 17 Agustus adalah hari kemerdekaan bagi bangsa Indonesia namun bagi bangsa Papua 17 Agustus adalah hari Rasisme.

#Monyet menolak lupa!
Lawan !
#Papua
#SavePapua
#PapuaLivesMatters pic.twitter.com/XvG5MeTCUx"	Non_R	tanggal 17 agustus adalah hari kemerdekaan bagi bangsa indonesia namun bagi bangsa papua 17 agustus adalah hari rasisme monyet menolak lupa lawan papua savepapua papualivesmatters 
"Hasil Pengeluaran CHINA
SENIN, 10 AGUSTUS 2020
Result : 3341
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/RlOfbwSnUe"	R	hasil pengeluaran china senin 10 agustus 2020 result 3341 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
Pengecut sekali monyet papua satu ini wkwkwk	R	pengecut sekali monyet papua satu ini wkwkwk
Wah bau bau monyet nih negro papua	R	wah bau bau monyet nih negro papua
"memang betul kok , perkara tersebut sengaja dibuat dan dibesarkan karena kepentingan politik untuk memisahkan papua dari indonesia. Padahal kata ""Monyet"" tersebut tidak semua orang indonesia mengatakan hal tersebut , hanya sebagian oknum yang tidak bertanggung jawab ."	Non_R	memang betul kok perkara tersebut sengaja dibuat dan dibesarkan karena kepentingan politik untuk memisahkan papua dari indonesia padahal kata monyet tersebut tidak semua orang indonesia mengatakan hal tersebut hanya sebagian oknum yang tidak bertanggung jawab 
"Io paitua ko su nyaman jadi ko bicara begitu sudah mo,. 

Jadi klo mereka bilang ko monyet, tikus dan sampah sebenarnya ko yg pantas untuk mendapatkan sebutan tadi.

Rektor Uncen su dapat kartu merah, tinggal ko saja nanti kartu warna apa kah bgitu 🙈🤣🐁🚮  pic.twitter.com/VqlOhX7ChQ"	Non_R	io paitua ko su nyaman jadi ko bicara begitu sudah mo jadi klo mereka bilang ko monyet tikus dan sampah sebenarnya ko yg pantas untuk mendapatkan sebutan tadi rektor uncen su dapat kartu merah tinggal ko saja nanti kartu warna apa kah bgitu 
"Nilai Kemanusiaan itu sangatkah penting untuk dibahas, saya juga sakit hati ketika mereka katakan kalau Orang Papua Monyet di Tahun 2019 lalu.
Orang Melanesia bisa sangat maju ketika terlepas dari Genggaman  Austronesia."	Non_R	nilai kemanusiaan itu sangatkah penting untuk dibahas saya juga sakit hati ketika mereka katakan kalau orang papua monyet di tahun 2019 lalu orang melanesia bisa sangat maju ketika terlepas dari genggaman austronesia 
"Hasil Pengeluaran CAMBODIA
SABTU, 8 AGUSTUS 2020
Result : 3277
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/U7PFmLfK73"	R	hasil pengeluaran cambodia sabtu 8 agustus 2020 result 3277 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr"	Non_R	play let the fun begin like click did you see it 
bajingan, mreka yang manggil orang papua, dkk monyet karena rasis. Mreka gak sadar diri apa? Kulit mereka juga gak putih, tapi sok sok an ngehina mreka mreka yang berkulit hitam. kulit juga gak putih aja belagu pake acara rasis bangsat  https://twitter.com/VeronicaKoman/status/1163444548820856834 …	Non_R	bajingan mreka yang manggil orang papua dkk monyet karena rasis mreka gak sadar diri apa kulit mereka juga gak putih tapi sok sok an ngehina mreka mreka yang berkulit hitam kulit juga gak putih aja belagu pake acara rasis bangsat 
Cuka terjadi di surabaya langsung main generalisasi kalau banyak orang papua dikatain monyet , gue yakin loe cuma sjw kuontol yg gak pernah ke papua tapi sok tau tentang papua	Non_R	cuka terjadi di surabaya langsung main generalisasi kalau banyak orang papua dikatain monyet gue yakin loe cuma sjw kuontol yg gak pernah ke papua tapi sok tau tentang papua
"Anon goblog. Ngapain lu ngatain orang papua ""monyet"" ?

Ga inget lu kata beginian pernah jadi perkara. Masih diterus²in aja goblog.
Emang paling mulia lo!"	Non_R	anon goblog ngapain lu ngatain orang papua monyet ga inget lu kata beginian pernah jadi perkara masih diterus in aja goblog emang paling mulia lo 
Cek juga disana ada berapa banyak orang papua yg di bilang MONYET 🤦‍♂️	Non_R	cek juga disana ada berapa banyak orang papua yg di bilang monyet 
"Hasil Pengeluaran HONGKONG
JUMAT, 7 AGUSTUS 2020
Result : 1865
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/p04BFv6exH"	R	hasil pengeluaran hongkong jumat 7 agustus 2020 result 1865 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
"17 agustus 2020 mendatang adalah tanggal dmna orang papua di rasis monyet. 

saya adlah sala satu anak dr beribu anak papua yang tidak terima dengan tindakan #indonesia terhadap #west_papu. 

Maka'', setiap tanggal 
17 agustus kami akan mempringati hari rasis di west papua.  pic.twitter.com/zS2VaHeo0u"	Non_R	17 agustus 2020 mendatang adalah tanggal dmna orang papua di rasis monyet saya adlah sala satu anak dr beribu anak papua yang tidak terima dengan tindakan indonesia terhadap west papu maka setiap tanggal 17 agustus kami akan mempringati hari rasis di west papua 
"gw gada masalah ye ma orang papua 
kecuali orang2 macem lu emang pantes di sebut monyet 
yg benci negaranya tapi masih gelantungan di dalemnya 

sampah"	R	gw gada masalah ye ma orang papua kecuali orang2 macem lu emang pantes di sebut monyet yg benci negaranya tapi masih gelantungan di dalemnya sampah
Murid SMK Negri 1 Fakfak. Papua Barat, Demo tuntun Buka Palang (Adat) Sekolah, Apa Kabar Pemerintah Daerah..  pic.twitter.com/rIXY3o7mtX	Non_R	murid smk negri 1 fakfak papua barat demo tuntun buka palang adat sekolah apa kabar pemerintah daerah 
"Hasil Pengeluaran HONGKONG
KAMIS, 6 AGUSTUS 2020
Result : 6265
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/qUAQoNjphU"	R	hasil pengeluaran hongkong kamis 6 agustus 2020 result 6265 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
"Wajib di baca bagi OAP.
Mereka adalah para leluhur ""Deretan Pahlawan Pemberani Asal Papua yang Berhasil Menyatukan NKRI""  http://share.babe.news/s/YeZhyppQvR "	Non_R	wajib di baca bagi oap mereka adalah para leluhur deretan pahlawan pemberani asal papua yang berhasil menyatukan nkri 
"Hasil Pengeluaran CAMBODIA
KAMIS, 6 AGUSTUS 2020
Result : 0253
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/EPSEO3EnpR"	Non_R	hasil pengeluaran cambodia kamis 6 agustus 2020 result 0253 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
Saya  akan menolak OTSUS di jilid II di Papua  dan anak monyet di Papua.  maka saya akan minta REFERENDUM DI WEST PAPUA BARAT DAN HAK PENENTUAN NASIBNYA SENDIRI DI PAPUA  pic.twitter.com/06x9dC1tWV	Non_R	saya akan menolak otsus di jilid ii di papua dan anak monyet di papua maka saya akan minta referendum di west papua barat dan hak penentuan nasibnya sendiri di papua 
"Hasil Pengeluaran HONGKONG
SENIN, 3 AGUSTUS 2020
Result : 9153
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/MVYzLGHLVQ"	Non_R	hasil pengeluaran hongkong senin 3 agustus 2020 result 9153 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
"Hasil Pengeluaran JAPAN
SENIN, 3 AGUSTUS 2020
Result : 4753
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/78OgcpWsdt"	Non_R	hasil pengeluaran japan senin 3 agustus 2020 result 4753 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
